application_id,business_name,sector,region,ethnic_group,years_in_operation,owner_gender,owner_age,disability_status,num_employees,annual_revenue_ghs,monthly_momo_volume_ghs,avg_monthly_bank_balance_ghs,bank_account_tenure_months,has_momo_account,gra_tin,loan_amount_requested_ghs,loan_purpose,collateral_type,collateral_value_ghs,previous_loan_count,previous_default,credit_bureau_score,rm_recommendation,internal_risk_grade,application_date,contact_phone,days_past_due_current,loan_default
SBG-2025-00415,Obuasi Mining SuppliesEnterprises,Fishing,Volta,Ewe,5,Male,44,No,8,54365.96,2740.63,119985.98,14,Yes,V004362618,115016.88,Debt Refinancing,Guarantor Only,0,2,Yes,,Approve,A,15/08/2025,0590394572,0,0
SBG-2025-00848,Ama Beauty Supplies,Fishing,Western North,Gurma,28.8,Female,23,Yes,4,499401.46,3672.79,7150.96,38,Yes,C006887172,86693.91,Equipment,Cash Deposit,34620.99,0,,,Approve,C,06/01/2025,0208417575,0,0
SBG-2025-00033,Airport City ConsultingGH,Manufacturing,Volta,Ewe,0.3,female,45,No,2,68798.79,536.11,98180.55,21,Yes,PENDING,5239.83,Debt Refinancing,Property,73291.69,2,No,615,Approve,B,04/03/2025,0597051257,0,0
SBG-2025-02584,Legon Tech HubCo,ICT,Volta,Ewe,3,Male,53,No,28,"GHS 69,845.14",2091.05,69398.76,22,Yes,,104280.56,Renovation,Guarantor Only,0,3,No,574,Approve,A,27/07/2024,0550037483,0,0
SBG-2025-01506,Sowutuom VenturesLtd,ICT,Greater Accra,Guan,2.5,male,40,No,40,145437.55,,13163.18,16,yes,C009729229,14068.77,Working Capital,Stock/Inventory,6559.97,1,No,,Approve,B,14/02/2024,0548318602,0,0
SBG-2025-00322,Ridge Consulting,Hospitality,Greater Accra,Ga-Adangbe,6.3,Female,47,Yes,7,630610,,2944.2,60,Yes,,12969.97,Asset Purchase,Stock/Inventory,15968.65,1,No,538,Approve,B,24/10/2025,0262569880,0,0
SBG-2025-01766,East Legon PropertiesCo,Mining/Quarrying,Greater Accra,Ga-Adangbe,2,female,38,No,4,"GHS 72,050.94",1443.15,80424.26,58,0,V001032535,40590.57,Equipment,Stock/Inventory,179558.5,1,No,,Approve,B,20/03/2025,0208958297,0,0
SBG-2025-00872,Osei & SonsLtd,Healthcare,Greater Accra,Ewe,1.6,M,49,No,7,45121.21,2423.21,55750.33,20,Y,V003992489,31256.28,Renovation,Guarantor Only,0,1,No,465,Approve,B,03/21/2025,0590741752,0,0
SBG-2025-02223,Makola Market SuppliesVentures,Healthcare,Greater Accra,Akan,0.5,Male,50,No,3,9772,3278.18,66181.07,22,N,P008506537,21999.5,Debt Refinancing,Equipment,6424.69,3,No,660,Approve,B,05/22/2024,0268063367,0,0
SBG-2025-01573,Agbogbloshie RecyclingCo,Retail/Trading,Greater Accra,Akan,6.7,Male,38,No,11,4544.19,1597.81,64421.78,43,Yes,V008993329,8623.22,Renovation,Vehicle,90672.8,1,No,,Approve,A,09/04/2024,0545395547,0,0
SBG-2025-01481,Nana Ama TextilesGH,Fishing,Greater Accra,Mole-Dagbani,8.5,male,39,No,11,12988.14,9200.78,7724.09,4,Y,C000961209,39831.81,Asset Purchase,Land,3693.47,2,No,,Refer,B,27/02/2024,0200232995,0,0
SBG-2025-00745,Bolgatanga CraftsLtd,Construction,Ashanti,Akan,1.3,male,33,No,7,371264.89,6595.11,13584.26,56,Yes,,73019.54,Business Expansion,Equipment,55993.68,3,No,659,Approve,C,01/17/2024,0266890604,0,0
SBG-2025-00175,Sunyani TimberVentures,Mining/Quarrying,Ashanti,Ga-Adangbe,5.2,F,51,No,3,4371.49,1114.7,,26,No,C004008461,37883.06,Business Expansion,Land,78695.51,1,No,,Approve,C,06/02/2025,0208690816,0,0
SBG-2025-00257,Oyibi LogisticsLtd,Manufacturing,North East,Grusi,13.8,Female,35,No,2,7100.89,1135.43,3417.84,20,1,,87322.77,Business Expansion,Property,55648.14,2,Yes,,Approve,B,09/14/2024,0276555548,0,0
SBG-2025-00846,Golden Gate ImportsEnterprises,Services,Greater Accra,Guan,2.7,M,23,No,6,6035.27,5474.42,3632.65,36,Yes,,86323.46,Business Expansion,Stock/Inventory,83796.92,3,No,540,Approve,B,10/09/2024,0271065992,0,0
SBG-2025-00255,Golden Gate ImportsLtd,Construction,Greater Accra,Akan,0.9,Male,35,No,11,150226.33,1551.33,330.37,132,No,,57101.78,Equipment,Cash Deposit,,1,No,,Approve,C,15/03/2024,0278935845,0,0
SBG-2025-01867,Ho Electrical,Hospitality,Northern,Mole-Dagbani,0.2,M,60,No,4,229750.57,5077.99,979.11,47,0,V004307206,53695.19,Debt Refinancing,Guarantor Only,0,3,No,589,Approve,D,05/22/2024,0550145874,92,1
SBG-2025-02896,Obuasi Mining SuppliesVentures,Agriculture,Western,Akan,10.4,Female,41,No,1,53153.32,4481.62,4390.73,87,TRUE,,48074.04,Renovation,Land,11627.13,3,No,,Refer,C,09/09/2024,0278907928,0,0
SBG-2025-02899,Adenta ConstructionLtd,Manufacturing,Ashanti,Akan,2.8,female,50,No,216,"GHS 383,101.29",5349.59,1869.69,8,Y,P001077830,9538.05,Equipment,None,0,1,No,,Approve,A,11/09/2025,0592066418,0,0
SBG-2025-02114,Kumasi MetalworksLtd,Mining/Quarrying,Greater Accra,Ewe,11.2,Female,53,No,2,"GHS 16,839.22",789.48,33988.96,56,1,C001747602,21370.94,Asset Purchase,Property,95652.08,0,,460,Approve,B,27/03/2024,0246043749,0,0
SBG-2025-02179,Volta FarmsVentures,Services,Ashanti,Ga-Adangbe,5.9,Male,41,No,1,"GHS 326,370.96",25277.75,14650.5,6,Yes,P004276471,53798.69,Business Expansion,Property,21152.16,0,,,Refer,A,27/11/2025,0201198805,0,0
SBG-2025-01498,Ridge ConsultingCo,Fishing,Greater Accra,Ga-Adangbe,3.1,Male,37,Yes,11,87240.73,731.82,85338.08,12,Yes,P008459160,39753.47,Renovation,Cash Deposit,8455.16,0,,,Approve,C,10/10/2024,0542215250,0,0
SBG-2025-01106,Axim FisheriesEnterprises,Retail/Trading,Upper West,Ga-Adangbe,1,F,62,Yes,2,,1630.91,94600.85,7,No,PENDING,48789.34,Renovation,Vehicle,37359.58,1,No,,Decline,C,04/11/2025,0277853935,58,1
SBG-2025-02855,Tarkwa HardwareVentures,Healthcare,Central,Mole-Dagbani,0.5,F,65,No,4,464325.25,15505.7,1094.18,24,Y,,104858.47,Equipment,Cash Deposit,187664.75,0,,603,Approve,A,06/26/2024,0544780562,0,0
SBG-2025-02770,Labadi ImportsLtd,Transport,Greater Accra,Ga-Adangbe,5.7,F,50,No,7,256707.85,1049.22,18529.1,12,Yes,C005027827,63333.14,Debt Refinancing,Property,17324.87,0,,,Refer,B,12/08/2025,0272104355,0,0
SBG-2025-00344,Accra Fresh FishLtd,Retail/Trading,Greater Accra,Ewe,2.8,Female,40,No,2,50044.2,1697.72,34514.65,0,No,,72603.54,Equipment,Guarantor Only,0,0,,,Approve,B,21/08/2024,0595650758,0,0
SBG-2025-00140,Ho ElectricalGH,Agriculture,Northern,Mole-Dagbani,17.8,Male,22,No,5,20226.93,12695.51,433.71,11,yes,,8082.51,Inventory Purchase,Equipment,18906.71,2,Yes,,Approve,A,10/16/2025,0269955419,0,0
SBG-2025-01508,Tema Cold StorageEnterprises,Healthcare,Volta,Ewe,3.8,male,47,No,5,33617.83,3895.68,181479.47,69,yes,V006312650,26876.86,Inventory Purchase,Stock/Inventory,57070,3,Yes,,Approve,B,01/05/2024,0595649606,0,0
SBG-2025-02928,Sunyani TimberEnterprises,Agriculture,Greater Accra,Ewe,21,Male,29,No,16,60904.04,818.78,1130.13,12,No,C007874369,37432.93,Vehicle Purchase,Land,33762.68,1,No,,Approve,A,07/03/2025,0279283564,0,0
SBG-2025-02751,Lapaz CateringEnterprises,Mining/Quarrying,Central,Ga-Adangbe,2.5,Male,52,No,1,104433.07,,16981.52,35,Yes,,22337.76,Business Expansion,Guarantor Only,0,1,No,463,Approve,B,03/06/2025,0540232469,0,0
SBG-2025-00290,Lapaz CateringVentures,Mining/Quarrying,Ashanti,Akan,4.5,F,45,No,9,23763.19,6186.9,3376.72,38,1,,14046.57,Equipment,Cash Deposit,41142.89,2,No,,Decline,B,05/17/2024,0264141698,0,0
SBG-2025-02766,Circle ManufacturingLtd,Agriculture,Greater Accra,Ewe,15.8,Female,47,No,6,124718.91,4737.33,3270.47,18,1,C006758164,79761.71,Renovation,Cash Deposit,5225.44,2,No,,Approve,A,02/04/2025,0546557309,0,0
SBG-2025-02646,Haatso PropertiesLtd,Mining/Quarrying,Bono,Ewe,2.2,Male,41,No,67,86000.95,6260.07,,5,0,,7471.2,Working Capital,Vehicle,,4,No,,Approve,A,25/01/2024,0203413640,0,0
SBG-2025-01710,Sunyani TimberGH,Healthcare,Central,Akan,5.3,male,39,No,14,6909.05,4918.68,,9,yes,,16292.93,Renovation,Equipment,108115.48,0,No,518,Approve,A,08/20/2024,0263495182,0,0
SBG-2025-00941,Ashaiman Steel WorksVentures,Transport,Volta,Ewe,1.6,Female,56,No,5,21838.06,1712.84,2710.82,15,No,C006379344,13246.87,Working Capital,Cash Deposit,224198.35,1,Yes,,Approve,B,17/08/2024,0543075870,0,0
SBG-2025-02514,Tarkwa HardwareVentures,Healthcare,Bono,Akan,3.6,Male,28,No,3,36589.57,3406.78,1702.83,140,Yes,V002355193,13914.2,Renovation,Property,197202.23,5,No,,Approve,A,10/12/2024,0241415928,0,0
SBG-2025-00486,Dome PharmacyGH,Healthcare,Northern,Ewe,11.6,Female,39,No,4,$3878.74,3050.77,6749.55,0,yes,,27017.9,Asset Purchase,Property,53141.33,1,No,,Approve,B,09/11/2025,0202783048,0,0
SBG-2025-00706,Aflao Border TradeLtd,ICT,Western,Akan,23,Male,33,No,33,21260.06,3973.33,1267.21,36,0,V003618652,25637.7,Working Capital,Vehicle,42450.94,1,No,,Approve,C,11/04/2025,0209997505,0,0
SBG-2025-02802,Bolgatanga CraftsCo,Agriculture,Ashanti,Ga-Adangbe,11.9,male,33,No,4,32403.43,2215.27,99118.88,10,Y,V002804781,13389.89,Renovation,Stock/Inventory,,2,No,386,Approve,A,27/12/2024,0273141022,0,0
SBG-2025-00185,Kaneshie MotorsGH,Manufacturing,Ahafo,Guan,1.5,Female,37,No,6,400110.25,9562.58,5731.34,56,No,C008816713,60554.28,Asset Purchase,Vehicle,18616.85,2,Yes,,Approve,A,12/11/2025,0243229514,0,0
SBG-2025-02577,Tarkwa HardwareLtd,Transport,Greater Accra,Ga-Adangbe,19.3,Male,37,No,2,18827.91,270.43,2544.32,19,yes,PENDING,60257.26,Renovation,Cash Deposit,23531.41,2,No,,Approve,B,02/14/2025,0204840819,0,0
SBG-2025-01728,Dome PharmacyEnterprises,ICT,Bono,Ewe,28.6,Male,21,No,57,11879,27611.42,4309.6,9,Y,V003019854,21503.1,Inventory Purchase,None,0,1,No,,Approve,A,24/02/2024,0247697396,0,0
SBG-2025-01643,Ridge Consulting,Services,Greater Accra,Ga-Adangbe,3.7,Male,22,No,19,161660.4,14188.85,16264.36,54,1,,163696.32,Inventory Purchase,Property,16130.06,0,,559,Refer,A,08/09/2024,0542253207,0,0
SBG-2025-00472,Circle ManufacturingEnterprises,Mining/Quarrying,Eastern,Mole-Dagbani,17.5,Male,50,No,9,448687.89,546.01,46066.82,2,yes,,22737.47,Equipment,None,0,2,No,491,Decline,E,08/07/2025,0557883314,164,1
SBG-2025-00046,Kaneshie ProvisionsCo,Mining/Quarrying,Central,Ewe,5.4,Male,27,No,16,229508.27,1300.8,3353.54,13,0,V007988876,210756.94,Asset Purchase,Vehicle,15198.31,0,,,Approve,B,05/03/2025,0201658471,0,0
SBG-2025-02835,Volta FarmsLtd,Education,Ashanti,Guan,2.5,Female,52,No,7,29752.22,4331.49,120285.39,124,Y,,6157.89,Equipment,Cash Deposit,27340.17,4,Yes,418,Approve,B,22/06/2024,0270562537,0,0
SBG-2025-02699,Haatso PropertiesEnterprises,Agriculture,Central,Akan,7.4,male,53,No,2,45258.24,1165.1,10362.28,17,Y,C006624989,128033.06,Inventory Purchase,None,0,4,No,,Approve,B,27/11/2024,0547834402,0,0
SBG-2025-01609,Volta FarmsCo,Manufacturing,Greater Accra,Mole-Dagbani,1.3,female,53,No,106,158895.41,10229.83,31815.87,50,yes,,167871.42,Vehicle Purchase,Guarantor Only,0,3,No,,Approve,B,25/04/2025,0242469820,0,0
SBG-2025-01284,Volta FarmsGH,Healthcare,Ashanti,Ga-Adangbe,0,F,49,No,3,21203.09,935.91,7646.65,61,Yes,PENDING,48950.66,Inventory Purchase,Guarantor Only,0,1,No,432,Approve,A,11/08/2024,0265412306,0,0
SBG-2025-02457,Axim FisheriesLtd,Fishing,Ashanti,Grusi,2.9,Male,34,No,11,25266.14,1137.17,208425.9,16,Yes,C003042069,90811.42,Vehicle Purchase,Guarantor Only,0,2,No,,Approve,C,08/03/2024,0599029775,0,0
SBG-2025-01377,Achimota FarmsGH,Mining/Quarrying,Ashanti,Guan,2.9,female,46,No,3,$4004.70,7924.2,63350.88,82,1,V006133550,40403.29,Debt Refinancing,Vehicle,36245.29,1,Yes,,Decline,B,02/24/2025,0262428093,0,0
SBG-2025-01004,Kaneshie Provisions,Transport,Ashanti,Akan,6.6,F,42,No,15,77060.48,2352.36,5829.64,30,Yes,P000161924,34794.43,Inventory Purchase,Stock/Inventory,231593.91,0,,,Approve,B,22/05/2025,0545753032,0,0
SBG-2025-02145,Teshie Ventures,Hospitality,Ashanti,Akan,3.2,Male,50,No,2,20772.11,4170.48,11102.09,2,Yes,C005976384,55490.9,Asset Purchase,Property,22245.05,1,Yes,,Decline,D,04/22/2024,0555350158,72,1
SBG-2025-01098,Kumasi MetalworksCo,ICT,Savannah,Mole-Dagbani,1,female,33,No,4,26133.17,711.91,,21,Yes,P004492454,7867.03,Equipment,None,0,0,,,Decline,D,03/03/2025,0202710395,33,1
SBG-2025-01124,Airport City ConsultingLtd,Transport,Central,Akan,8.3,Male,31,No,1,27958,3591.39,58950.89,13,Yes,V004548997,10646.72,Equipment,Land,55791.97,1,No,406,Approve,A,10/11/2024,0269101906,0,0
SBG-2025-01715,Tamale Agri ServicesGH,ICT,Ashanti,Akan,0.3,M,32,No,9,7730.94,3227.02,41628.56,75,Y,P007411052,21972.17,Equipment,Vehicle,26080.71,2,Yes,,Decline,D,06/02/2025,0559264618,170,1
SBG-2025-02846,Achimota FarmsVentures,ICT,Volta,Mole-Dagbani,2.2,female,37,Yes,20,214157.54,2274.65,8573.84,1,No,,63848.98,Renovation,Cash Deposit,27007.91,3,No,,Decline,B,01/18/2025,0548738516,0,0
SBG-2025-00195,Obuasi Mining SuppliesLtd,Transport,Western North,Guan,2.1,Male,66,No,5,65589.97,3726.82,47779.04,71,no,,75245.97,Renovation,Property,8893.77,2,No,,Approve,C,18/04/2025,0208930773,0,0
SBG-2025-01887,Dome-Kwabenya FarmsCo,Agriculture,Ashanti,Ewe,0,Female,56,No,5,341893.5,222.47,8717.39,57,No,V004650566,64952.18,Asset Purchase,Vehicle,60792.37,3,No,376,Approve,B,19/11/2025,0208538462,0,0
SBG-2025-01879,Wa LivestockGH,Transport,Savannah,Akan,1.8,F,44,No,8,26923.25,1475.07,3708.44,1,No,V004975865,35348.38,Inventory Purchase,Land,19058.21,2,No,502,Decline,D,13/12/2025,0269172342,130,1
SBG-2025-01495,Kofi MotorsVentures,Manufacturing,Greater Accra,Ga-Adangbe,4.6,Female,58,No,84,31366.81,39682.24,,145,Y,P005394587,28194.63,Debt Refinancing,Cash Deposit,15714.86,3,No,,Refer,B,24/08/2025,0249801282,0,0
SBG-2025-01563,Test,Mining/Quarrying,Ashanti,Ewe,7.6,F,52,No,3,20398.57,24092.61,1896.8,8,0,C003606027,108671.98,Working Capital,None,0,1,No,,Approve,A,27/10/2024,0548981449,0,0
SBG-2025-01790,Tamale Agri Services,Transport,Ahafo,Ga-Adangbe,3.7,Female,42,No,28,8569.18,2506.43,5135.34,63,0,,47930.56,Inventory Purchase,Guarantor Only,0,2,No,498,Approve,C,06/09/2025,0559328511,0,0
SBG-2025-01814,Kofi MotorsVentures,Hospitality,Upper East,Mole-Dagbani,0.1,Male,23,No,1,51375.43,,25551.84,19,Yes,V000168206,11011.81,Equipment,Land,34136.68,0,No,,Approve,C,17/10/2024,0598948343,0,0
SBG-2025-02482,Osei & SonsEnterprises,ICT,Western North,Guan,10.5,Female,30,No,15,91752.52,4143.73,27787.63,10,1,,26290.4,Vehicle Purchase,Property,105655.61,0,,,Decline,B,06/02/2025,0274549970,0,0
SBG-2025-02118,Aflao Border Trade,Retail/Trading,Oti,Ewe,4.8,F,46,No,5,340342.59,3194.88,813.76,26,Y,,130072.45,Working Capital,Guarantor Only,,0,,,Approve,A,04/14/2024,0275506113,0,0
SBG-2025-00464,Makola Market SuppliesLtd,ICT,North East,Mande,4.4,Male,38,Yes,3,167448.16,,2091.5,55,Yes,V009772130,93632.68,Debt Refinancing,Guarantor Only,0,1,No,,Refer,E,23/07/2025,0244495561,82,1
SBG-2025-01847,Airport City ConsultingLtd,Manufacturing,Greater Accra,Ga-Adangbe,0.6,male,52,No,11,90109.15,14988.67,5929.33,42,Yes,V006891006,31500.39,Renovation,Guarantor Only,0,2,Yes,,Approve,A,01/10/2025,0557630905,0,0
SBG-2025-01836,Madina Auto PartsLtd,Hospitality,Ashanti,Ga-Adangbe,5.3,Male,45,No,14,4738180.81,,3789.33,16,Yes,V001582496,21966.89,Inventory Purchase,Land,26443.9,0,,658,Refer,D,08/12/2025,0241051354,140,1
SBG-2025-02788,East Legon PropertiesGH,Healthcare,Western North,Ewe,1.1,Male,49,No,13,10168.06,1055.36,5748.42,9,1,V002219764,13277.19,Equipment,Guarantor Only,,3,No,,Approve,B,09/01/2024,0209734887,0,0
SBG-2025-00450,Obuasi Mining Supplies,Fishing,Western North,Ewe,0.4,M,45,Yes,3,$23706.86,498.05,4733.08,77,Y,,7354.36,Business Expansion,None,0,0,,,Refer,A,04/06/2024,0248489246,0,0
SBG-2025-01217,Dome Pharmacy,Healthcare,Greater Accra,Akan,0.4,Female,44,No,32,13634.24,5653.27,,25,Yes,,16995.84,Renovation,Equipment,81339.36,1,No,476,Approve,A,28/08/2024,0246185028,0,0
SBG-2025-01414,Kumasi MetalworksVentures,Retail/Trading,Bono,Ga-Adangbe,0.3,F,50,No,39,97527.46,,4753.71,17,no,V001189618,6651.53,Business Expansion,Guarantor Only,0,3,No,431,Approve,B,06/24/2025,0205634750,0,0
SBG-2025-01189,Kaneshie MotorsGH,ICT,Northern,Mole-Dagbani,1.8,Female,41,No,4,"GHS 8,653.77",777.25,7454.81,25,yes,P002687127,51754.55,Debt Refinancing,Land,93052.09,2,No,,Approve,C,17/05/2024,0208960415,0,0
SBG-2025-00176,Bolgatanga CraftsVentures,Manufacturing,Ahafo,Akan,1,male,46,No,4,12295.81,4462.73,60019.22,4,Y,,21269.71,Vehicle Purchase,Property,148340.47,0,,,Approve,B,03/12/2024,0247194074,0,0
SBG-2025-00611,Teshie VenturesVentures,Education,Eastern,Akan,0.2,female,33,No,3,$7963.10,3045.43,20814.57,68,Y,,10240.6,Asset Purchase,Property,304651.52,0,,750,Approve,A,01/21/2024,0264599442,0,0
SBG-2025-00791,Ridge ConsultingGH,Manufacturing,Greater Accra,Akan,0.8,Male,50,No,4,59728.67,744.45,19232.24,78,No,P004971397,20838.88,Inventory Purchase,Stock/Inventory,7284.04,1,Yes,,Refer,B,27/01/2025,0555059504,0,0
SBG-2025-01676,Ashongman EstatesCo,Services,Greater Accra,Grusi,1.8,male,38,No,11,"GHS 549,399.12",10658.81,1877.46,18,No,P003006105,8904.43,Renovation,None,0,2,Yes,,Decline,E,18/04/2024,0596245025,46,1
SBG-2025-01054,Madina Auto PartsGH,Retail/Trading,Western,Akan,8,Female,41,No,12,43871.75,6768.93,129506.97,56,Y,,35714.81,Inventory Purchase,Vehicle,12696.26,0,,500,Decline,A,03/07/2025,0595125031,0,0
SBG-2025-02938,Sowutuom VenturesVentures,Services,Western,Akan,4.4,female,55,No,2,7717.97,4081.54,2632,8,Yes,,24186.39,Vehicle Purchase,Property,26315.43,1,No,526,Approve,A,15/07/2024,0245448811,0,0
SBG-2025-01310,Pantang AgribusinessLtd,ICT,Greater Accra,Akan,8.4,male,64,No,9,73332.88,6245.85,2687.1,128,Yes,,6902.42,Equipment,Stock/Inventory,22747,5,No,,Approve,B,01/23/2024,0548801973,0,0
SBG-2025-02406,Kwaku TradingLtd,ICT,Greater Accra,Akan,4.7,Female,44,No,8,59562.34,1086.53,1778.36,40,No,PENDING,7076.13,Renovation,Guarantor Only,0,1,No,,Decline,E,04/10/2025,0260078593,170,1
SBG-2025-01826,Achimota Farms,Education,Western North,Akan,3.8,female,46,No,10,44317.87,11553.55,1701.56,34,yes,V000178225,18173.53,Debt Refinancing,Cash Deposit,31345.17,1,Yes,580,Decline,D,10/08/2025,0206541328,85,1
SBG-2025-01610,Sowutuom Ventures,Fishing,Ashanti,Mande,3.9,Male,43,No,8,"GHS 113,421.52",648.37,2971.53,128,0,C009289548,6033.16,Asset Purchase,Stock/Inventory,5733.38,1,No,,Refer,A,05/06/2024,0204550557,0,0
SBG-2025-01771,Nana Ama TextilesGH,Education,Northern,Gurma,3.1,F,35,No,4,"GHS 2,558,054.81",4349.06,,1,Y,C004515262,6939.08,Inventory Purchase,Land,130449.09,0,,,Approve,B,21/06/2024,0592555346,0,0
SBG-2025-02182,Osei & SonsLtd,Education,Eastern,Ewe,1.2,Male,51,No,13,27181.08,8468.19,55435.06,117,0,V009009918,42699.38,Equipment,Land,4055.01,3,No,,Refer,B,09/26/2025,0551191324,0,0
SBG-2025-01941,Madina Digital,Mining/Quarrying,Volta,Ewe,0.3,Female,47,No,1,13388.41,23134,2891.93,6,Yes,P001927418,3262.35,Debt Refinancing,None,0,2,No,523,Refer,B,06/10/2025,0276108183,0,0
SBG-2025-02706,Techiman Market StoreGH,Agriculture,Ashanti,Akan,8.2,male,30,No,11,19585.25,9250.58,148627.03,87,Yes,V006468596,13301.73,Vehicle Purchase,Property,101093.41,3,No,478,Approve,B,01/01/2025,0550680976,0,0
SBG-2025-02407,Grace Foods LtdCo,Retail/Trading,Western,Mole-Dagbani,2.3,Female,27,No,2,48167.97,22459.43,41422.94,44,0,,94435.74,Equipment,Guarantor Only,,0,,631,Approve,B,06/28/2025,0209434230,0,0
SBG-2025-00197,Ho ElectricalEnterprises,Fishing,Ashanti,Akan,6.5,Female,28,No,56,67637.36,3898.04,17681.33,100,Yes,C007635805,4923.22,Inventory Purchase,None,0,1,No,,Decline,A,16/12/2024,0595552844,0,0
SBG-2025-02682,Obuasi Mining SuppliesVentures,Agriculture,Northern,Mole-Dagbani,9,M,54,No,33,"GHS 141,540.09",5443.74,14644.44,4,N,P004054023,37436.23,Renovation,None,0,3,No,,Approve,A,11/25/2024,0205854129,0,0
SBG-2025-00171,Tamale Agri ServicesVentures,Fishing,North East,Mole-Dagbani,5.7,F,43,No,3,42175.28,14466.83,17259.89,15,Yes,P000086611,12406,Inventory Purchase,Guarantor Only,0,1,No,423,Approve,A,01/24/2025,0272383057,0,0
SBG-2025-02862,East Legon Properties,Fishing,North East,Mole-Dagbani,1.7,F,31,No,14,52987.75,,7377.79,24,yes,V009854477,34202.39,Renovation,Guarantor Only,,0,,,Refer,E,12/08/2025,0598740163,66,1
SBG-2025-02816,Labadi ImportsCo,Construction,Volta,Ewe,7.4,Male,51,No,147,79433.89,3804.34,6157.12,153,Yes,,23672.06,Business Expansion,Vehicle,24652.95,1,No,,Decline,B,01/24/2025,0599348121,0,0
SBG-2025-00089,Abokobi PoultryEnterprises,Healthcare,Bono,Ga-Adangbe,10.9,F,37,No,10,"GHS 57,745.83",4653.84,5307.54,6,Yes,,19624.67,Business Expansion,Vehicle,63041.67,1,No,477,Approve,B,10/08/2025,0547347126,0,0
SBG-2025-01422,Adenta ConstructionLtd,Transport,Western,Akan,3.5,F,37,No,7,91645.4,6472.38,5846.37,72,Yes,,18371.87,Debt Refinancing,Equipment,18165.75,0,,,Approve,C,03/15/2025,0268609604,0,0
SBG-2025-00811,Korle Bu Supplies,Retail/Trading,Upper East,Grusi,20.9,Female,35,No,8,,1811.46,2299.17,4,TRUE,V002510732,20725.74,Business Expansion,None,0,3,No,,Approve,A,16/12/2025,0267845158,0,0
SBG-2025-00258,Oyibi LogisticsGH,Retail/Trading,Ashanti,Guan,6,male,19,Yes,5,829383.44,3908.64,1997.78,35,Yes,,32155.99,Inventory Purchase,Land,98399.09,0,,536,Approve,B,18/07/2024,0278331135,0,0
SBG-2025-02224,Takoradi MarineEnterprises,Healthcare,Upper West,Gurma,1.4,Female,36,No,32,111093.25,,3160.56,6,yes,V006074889,8908.35,Inventory Purchase,Land,30584.49,2,No,520,Decline,D,21/11/2024,0209219823,151,1
SBG-2025-01363,Ashaiman Steel WorksEnterprises,Mining/Quarrying,Northern,Gurma,4.9,female,44,No,31,8715.94,2567.41,10001,69,Y,P008464065,14337.82,Business Expansion,Cash Deposit,8534.27,3,No,786,Decline,D,12/16/2024,0207427934,176,1
SBG-2025-00931,Legon Tech HubGH,Agriculture,Greater Accra,Ewe,0.8,Male,33,No,8,332817.33,35168.39,12392.38,3,1,C003739364,147470.68,Vehicle Purchase,Vehicle,19021.12,2,Yes,,Decline,D,11/13/2025,0549189765,96,1
SBG-2025-00742,Ashaiman Steel WorksEnterprises,Manufacturing,Greater Accra,Akan,1.8,female,49,No,8,35550.61,618.46,3445.72,84,1,V004311479,9739.41,Asset Purchase,Land,83571.24,1,No,,Approve,A,08/04/2025,0278288288,0,0
SBG-2025-00622,Nana Ama TextilesGH,Fishing,Ashanti,Gurma,1.2,female,41,Yes,7,550852.66,,5463.12,24,1,C003393354,8493.29,Renovation,Cash Deposit,4732.97,3,No,,Decline,E,27/03/2024,0279025961,59,1
SBG-2025-01576,East Legon PropertiesVentures,Mining/Quarrying,Western,Akan,0.5,female,38,No,1,27409.93,2847.19,3856.96,36,yes,P003618871,33687.97,Working Capital,None,0,1,Yes,430,Refer,B,13/10/2025,0549781465,0,0
SBG-2025-00153,Grace Foods Ltd,Healthcare,Ashanti,Akan,0.8,Male,38,No,8,1027586,6064.22,26769.71,17,0,,10576.52,Equipment,None,0,3,No,559,Approve,C,26/02/2025,0279059245,0,0
SBG-2025-01103,Kwaku TradingVentures,Manufacturing,Greater Accra,Ga-Adangbe,10.8,M,40,No,2,23419.88,,5579.84,25,Yes,P000912362,24162.58,Vehicle Purchase,Stock/Inventory,,1,No,779,Approve,C,05/28/2024,0247357745,0,0
SBG-2025-01478,Sowutuom VenturesCo,Hospitality,Ashanti,Akan,7.2,M,46,No,7,24315.71,512.09,5471.56,123,Yes,V000781078,29395.88,Debt Refinancing,Guarantor Only,0,0,No,,Approve,C,09/07/2024,0594171723,0,0
SBG-2025-02739,Kwaku TradingEnterprises,Construction,Ashanti,Akan,16.5,Male,42,No,11,720.28,1337.38,44041.65,47,No,P008155813,25423.35,Business Expansion,Vehicle,10643.09,1,No,,Approve,B,24/09/2025,0552262942,0,0
SBG-2025-01289,Adom VenturesGH,ICT,Central,Grusi,0.2,female,40,No,4,,5742.67,2243,83,Yes,,12775.74,Debt Refinancing,Cash Deposit,,1,No,,Approve,A,13/07/2024,0243446885,0,0
